>pool1_scaffold155_1
1	460	-	2	1.386072	I:	D:
457	915	-	1	1.300658	I:	D:
912	1334	-	3	1.252872	I:	D:
1322	1762	-	2	1.238706	I:	D:
1759	2532	-	1	1.256611	I:	D:
2624	2995	-	2	1.256827	I:	D:
3214	4038	-	1	1.238956	I:	D:
4038	4217	-	3	1.249160	I:	D:
4219	4629	-	1	1.227271	I:	D:
4893	5174	-	3	1.315611	I:	D:
5563	5907	-	1	1.368983	I:	D:
5957	6697	-	2	1.316200	I:	D:
6694	7296	-	1	1.316096	I:	D:
7380	7616	-	3	1.248473	I:	D:
7806	8999	-	3	1.281346	I:	D:
9223	9372	-	1	1.214420	I:	D:
9599	10117	-	2	1.393831	I:	D:
10114	10455	-	1	1.201015	I:	D:
10518	10661	+	3	1.360302	I:	D:
10685	11485	-	2	1.259339	I:	D:
11244	11858	+	3	1.341388	I:	D:
11896	12438	-	1	1.232771	I:	D:
12466	12855	-	1	1.283506	I:	D:
12852	13067	-	3	1.326902	I:	D:
13067	13411	-	2	1.278040	I:	D:
13408	13962	-	1	1.264198	I:	D:
13959	14138	-	3	1.191035	I:	D:
14135	14341	-	2	1.287701	I:	D:
14338	14739	-	1	1.321977	I:	D:
14945	15238	-	2	1.312899	I:	D:
15235	15390	-	1	1.224463	I:	D:
15508	16290	-	1	1.318986	I:	D:
16290	16982	-	3	1.234524	I:	D:
16982	19045	-	2	1.250461	I:	D:
19042	21144	-	1	1.218315	I:	D:
21235	21765	-	1	1.308374	I:	D:
21796	22878	-	1	1.218132	I:	D:
22945	23352	-	1	1.224787	I:	D:
23385	23879	-	3	1.275718	I:	D:
23876	24220	-	2	1.264627	I:	D:
24217	24525	-	1	1.284067	I:	D:
24529	26148	-	1	1.227598	I:	D:
26775	27455	-	3	1.270471	I:	D:
27457	29184	-	1	1.262195	I:	D:
29186	29407	-	2	1.237924	I:	D:
29593	31140	-	1	1.243287	I:	D:
31140	32483	-	3	1.246126	I:	D:
